BehaviorID,CustomerID,ProductID,Timestamp,ClickSource,PageModule,ActionType,DwellTimeSeconds,DwellTimeCategory
4140,1606,8966,2024-07-30 07:58:35.418542,home,comments,view,288,t5
4141,1322,6579,2024-07-24 08:24:35.418542,cart,comments,add_to_cart,172,t5
4142,3163,4686,2024-07-15 16:17:35.418542,sale,,view,38,t3
4143,1353,3438,2024-07-20 12:24:35.418542,home,bottom,add_to_cart,181,t5
4144,2163,862,2024-07-17 10:28:35.418542,category,specification,add_to_cart,111,t4
4145,4,9954,2024-08-08 14:57:35.418542,search,bottom,purchase,122,t5
4146,4317,3511,2024-08-10 14:46:35.418542,home,bottom,view,240,t5
4147,4121,9356,2024-07-26 18:28:35.418542,home,,view,130,t5
4148,1776,4887,2024-07-27 08:08:35.418542,cart,bottom,purchase,23,t2
4149,4813,6015,2024-07-18 19:42:35.418542,category,bottom,purchase,23,t2
4150,4439,4373,2024-07-25 23:00:35.418542,search,bottom,view,109,t4
4151,3801,4689,2024-07-15 05:18:35.418542,category,specification,add_to_cart,104,t4
4152,4075,7240,2024-07-19 12:22:35.418542,search,bottom,view,235,t5
4153,4884,7522,2024-08-06 17:29:35.418542,category,comments,purchase,264,t5
4154,3392,297,2024-08-11 00:36:35.418542,sale,,add_to_cart,89,t4
4155,2395,9955,2024-07-28 12:35:35.418542,search,comments,add_to_cart,86,t4
4156,2285,5007,2024-07-25 13:29:35.418542,sale,specification,add_to_cart,269,t5
4157,4472,5637,2024-07-14 02:41:35.418542,cart,bottom,purchase,265,t5
4158,2793,6975,2024-07-14 19:01:35.418542,search,,purchase,118,t4
4159,3038,1369,2024-07-24 08:23:35.418542,home,specification,purchase,147,t5
4160,674,6617,2024-07-12 03:46:35.418542,cart,specification,view,83,t4
4161,3620,7095,2024-07-13 14:35:35.418542,search,specification,add_to_cart,137,t5
4162,2206,4666,2024-07-17 07:39:35.418542,cart,comments,view,165,t5
4163,3429,270,2024-07-19 23:33:35.418542,cart,comments,add_to_cart,91,t4
4164,37,1221,2024-08-11 10:07:35.418542,sale,,purchase,164,t5
4165,4894,1334,2024-07-22 07:57:35.418542,category,specification,view,39,t3
4166,3080,8228,2024-07-28 17:50:35.418542,category,comments,add_to_cart,106,t4
4167,1980,4236,2024-07-28 01:24:35.418542,sale,bottom,add_to_cart,50,t3
4168,719,1406,2024-07-20 23:01:35.418542,sale,specification,purchase,64,t4
4169,299,7477,2024-08-05 19:56:35.418542,category,comments,add_to_cart,219,t5
4170,3295,4634,2024-07-29 08:29:35.418542,home,comments,add_to_cart,234,t5
4171,2288,8713,2024-07-15 18:50:35.418542,search,bottom,view,40,t3
4172,1654,9354,2024-07-12 11:38:35.418542,search,comments,view,298,t5
4173,3031,2009,2024-07-12 17:07:35.418542,home,comments,view,116,t4
4174,1404,8781,2024-08-07 09:24:35.418542,cart,bottom,purchase,246,t5
4175,4564,7425,2024-07-31 19:50:35.418542,sale,comments,view,276,t5
4176,4296,6104,2024-08-01 00:13:35.418542,sale,,purchase,232,t5
4177,289,6673,2024-08-04 11:29:35.418542,cart,specification,purchase,42,t3
4178,729,4938,2024-08-09 01:49:35.418542,home,comments,add_to_cart,193,t5
4179,1989,3106,2024-07-15 09:12:35.418542,cart,comments,view,125,t5
4180,2347,6717,2024-07-18 10:22:35.418542,sale,comments,add_to_cart,243,t5
4181,2018,3394,2024-08-07 07:01:35.418542,category,,view,83,t4
4182,146,1969,2024-08-03 03:19:35.418542,search,comments,add_to_cart,19,t2
4183,4314,675,2024-07-27 19:31:35.418542,category,comments,purchase,201,t5
4184,4900,8819,2024-07-25 17:53:35.418542,cart,bottom,view,19,t2
4185,3885,3383,2024-07-26 10:14:35.418542,search,comments,purchase,175,t5
4186,2280,7228,2024-08-09 18:58:35.418542,home,,add_to_cart,122,t5
4187,4874,3286,2024-07-21 22:54:35.418542,cart,comments,purchase,8,t1
4188,3411,5042,2024-07-15 08:00:35.418542,cart,specification,view,245,t5
4189,1970,424,2024-08-05 11:40:35.418542,category,,purchase,83,t4
4190,1330,245,2024-08-09 06:49:35.418542,home,bottom,view,261,t5
4191,1016,9217,2024-08-03 17:40:35.418542,home,specification,add_to_cart,224,t5
4192,684,5653,2024-07-14 14:56:35.418542,cart,,view,166,t5
4193,2191,2607,2024-07-16 13:05:35.418542,sale,specification,add_to_cart,245,t5
4194,1860,4974,2024-07-17 00:54:35.418542,home,comments,purchase,266,t5
4195,280,2946,2024-07-21 08:35:35.418542,sale,comments,purchase,6,t1
4196,1150,7510,2024-08-08 01:50:35.418542,home,comments,add_to_cart,74,t4
4197,112,6547,2024-08-04 09:16:35.418542,home,,add_to_cart,95,t4
4198,631,7509,2024-07-21 06:30:35.418542,sale,,add_to_cart,139,t5
4199,2637,1361,2024-07-11 18:30:35.418542,home,comments,purchase,239,t5
4200,2151,5649,2024-07-26 18:08:35.418542,category,specification,view,81,t4
4201,1662,6700,2024-08-10 19:46:35.418542,cart,comments,purchase,282,t5
4202,2711,6643,2024-07-30 10:28:35.418542,home,specification,view,121,t5
4203,4481,586,2024-07-29 00:59:35.418542,sale,comments,add_to_cart,118,t4
4204,2841,87,2024-08-02 08:04:35.419565,search,,purchase,160,t5
4205,479,1686,2024-07-26 16:04:35.419565,home,comments,add_to_cart,8,t1
4206,4330,3427,2024-08-02 20:23:35.419565,category,,add_to_cart,39,t3
4207,3896,6853,2024-07-11 19:41:35.419565,sale,bottom,view,61,t4
4208,3161,2390,2024-07-13 10:42:35.419565,sale,,purchase,81,t4
4209,2759,1127,2024-07-20 04:09:35.419565,cart,,add_to_cart,70,t4
4210,3932,3128,2024-07-24 16:11:35.419565,search,bottom,view,193,t5
4211,561,7400,2024-07-25 10:40:35.419565,category,specification,purchase,57,t3
4212,999,6877,2024-07-17 06:47:35.419565,sale,comments,purchase,36,t3
4213,1971,8129,2024-07-23 19:16:35.419565,sale,specification,view,183,t5
4214,4302,2162,2024-07-31 03:22:35.419565,sale,comments,view,247,t5
4215,239,8384,2024-07-23 13:12:35.419565,home,,add_to_cart,10,t2
4216,2798,456,2024-07-18 03:08:35.419565,sale,bottom,view,141,t5
4217,1724,1135,2024-07-22 01:07:35.419565,cart,comments,view,111,t4
4218,4677,5880,2024-08-04 19:05:35.419565,search,comments,view,227,t5
4219,3535,5842,2024-07-23 17:28:35.419565,home,bottom,view,239,t5
4220,3187,1425,2024-07-14 08:13:35.419565,sale,bottom,view,19,t2
4221,3053,9511,2024-07-12 17:07:35.419565,sale,comments,view,94,t4
4222,3655,1870,2024-07-31 08:26:35.419565,cart,bottom,purchase,272,t5
4223,2027,1496,2024-08-10 10:11:35.419565,cart,comments,view,136,t5
4224,1009,9792,2024-07-19 13:05:35.419565,cart,comments,add_to_cart,208,t5
4225,763,3478,2024-07-11 20:59:35.419565,search,,purchase,105,t4
4226,1682,2672,2024-07-31 17:34:35.419565,category,specification,add_to_cart,240,t5
4227,4817,7741,2024-07-26 02:54:35.419565,sale,bottom,view,252,t5
4228,1738,593,2024-07-29 17:48:35.419565,home,,add_to_cart,182,t5
4229,4357,7916,2024-07-29 11:01:35.419565,sale,,view,217,t5
4230,3436,2535,2024-08-08 10:56:35.419565,search,specification,add_to_cart,207,t5
4231,2202,7429,2024-07-18 22:30:35.419565,sale,comments,add_to_cart,276,t5
4232,4864,8916,2024-07-21 10:00:35.419565,search,bottom,add_to_cart,213,t5
4233,2650,4732,2024-07-29 09:50:35.419565,home,specification,view,2,t1
4234,2554,1034,2024-07-22 15:26:35.419565,sale,specification,add_to_cart,285,t5
4235,835,6822,2024-08-10 02:21:35.419565,sale,bottom,view,104,t4
4236,1057,1963,2024-07-29 05:43:35.419565,home,bottom,add_to_cart,18,t2
4237,3119,9007,2024-07-25 02:06:35.419565,home,bottom,add_to_cart,294,t5
4238,1807,7455,2024-07-25 11:48:35.419565,search,comments,purchase,2,t1
4239,1556,6869,2024-08-02 23:19:35.419565,cart,comments,purchase,247,t5
4240,1077,2035,2024-08-02 23:58:35.419565,home,bottom,view,187,t5
4241,4322,2936,2024-07-26 19:19:35.419565,home,comments,view,61,t4
4242,3863,2887,2024-07-25 06:17:35.419565,search,specification,view,18,t2
4243,861,4737,2024-07-26 18:46:35.419565,category,,add_to_cart,198,t5
4244,1376,3263,2024-08-07 21:58:35.419565,category,comments,view,122,t5
4245,2424,232,2024-08-05 10:22:35.419565,category,,add_to_cart,226,t5
4246,1460,9631,2024-07-16 00:18:35.419565,cart,specification,add_to_cart,192,t5
4247,2140,34,2024-07-18 05:06:35.419565,sale,specification,view,197,t5
4248,3943,1535,2024-07-20 18:50:35.419565,cart,,view,5,t1
4249,4422,6963,2024-08-11 02:15:35.419565,sale,bottom,view,83,t4
4250,3249,5421,2024-07-30 19:17:35.419565,home,,purchase,181,t5
4251,4003,3733,2024-08-04 15:37:35.419565,category,comments,add_to_cart,147,t5
4252,4610,3378,2024-08-02 01:39:35.419565,category,,add_to_cart,112,t4
4253,4045,2822,2024-07-18 19:49:35.419565,home,specification,view,43,t3
4254,802,5521,2024-08-03 00:07:35.419565,home,bottom,view,103,t4
4255,21,3028,2024-08-09 18:00:35.419565,sale,comments,view,98,t4
4256,2434,5617,2024-08-05 07:16:35.419565,sale,bottom,purchase,39,t3
4257,4753,369,2024-07-24 15:58:35.419565,sale,bottom,purchase,187,t5
4258,4773,6956,2024-07-28 15:44:35.419565,category,comments,purchase,198,t5
4259,4775,3934,2024-07-31 21:50:35.419565,home,comments,add_to_cart,214,t5
4260,1453,7601,2024-07-24 18:52:35.419565,home,,purchase,172,t5
4261,736,6678,2024-07-31 04:28:35.419565,home,,purchase,66,t4
4262,3702,9589,2024-07-27 15:12:35.419565,home,,purchase,133,t5
4263,921,415,2024-08-02 16:32:35.419565,cart,comments,add_to_cart,108,t4
4264,892,8792,2024-07-30 03:42:35.419565,home,,purchase,292,t5
4265,2599,1106,2024-07-26 14:39:35.419565,search,,add_to_cart,97,t4
4266,1280,7595,2024-07-18 19:27:35.419565,cart,comments,add_to_cart,174,t5
4267,709,832,2024-07-31 14:00:35.419565,home,comments,view,144,t5
4268,2591,273,2024-07-28 04:03:35.419565,category,,view,174,t5
4269,2804,8456,2024-07-31 17:32:35.419565,home,comments,add_to_cart,45,t3
4270,4989,6439,2024-07-12 09:52:35.419565,home,comments,view,264,t5
4271,324,8151,2024-07-14 01:34:35.419565,cart,comments,purchase,82,t4
4272,2029,1605,2024-07-22 06:50:35.419565,sale,comments,add_to_cart,214,t5
4273,3814,4138,2024-07-26 02:24:35.419565,category,comments,purchase,61,t4
4274,3114,5910,2024-08-08 08:58:35.419565,category,bottom,view,95,t4
4275,3310,3385,2024-07-31 23:09:35.419565,home,bottom,add_to_cart,46,t3
4276,1972,3719,2024-08-03 00:32:35.419565,search,,purchase,285,t5
4277,2161,1989,2024-07-14 12:15:35.419565,search,bottom,purchase,69,t4
4278,1056,6559,2024-07-27 15:43:35.419565,search,,purchase,235,t5
4279,4353,3851,2024-08-05 21:31:35.419565,sale,bottom,view,215,t5
4280,60,6339,2024-07-19 07:34:35.419565,cart,specification,view,55,t3
4281,202,1188,2024-08-08 05:47:35.419565,sale,,view,190,t5
4282,4389,8084,2024-07-27 12:02:35.419565,home,specification,add_to_cart,158,t5
4283,2083,6547,2024-07-16 16:30:35.419565,home,,view,276,t5
4284,4262,2683,2024-07-26 03:14:35.419565,sale,specification,view,213,t5
4285,394,1120,2024-07-26 11:14:35.419565,cart,comments,add_to_cart,260,t5
4286,3704,9089,2024-07-29 22:52:35.419565,category,specification,purchase,73,t4
4287,757,703,2024-07-20 04:37:35.419565,cart,bottom,view,194,t5
4288,2905,797,2024-08-05 19:13:35.419565,category,,view,216,t5
4289,3687,1203,2024-07-26 04:00:35.419565,category,,add_to_cart,1,t1
4290,3498,8003,2024-08-02 13:45:35.419565,sale,,view,149,t5
4291,4885,5661,2024-07-26 16:31:35.419565,cart,bottom,view,41,t3
4292,3757,5347,2024-07-12 23:35:35.419565,home,bottom,purchase,210,t5
4293,1485,8628,2024-07-25 18:08:35.419565,home,,purchase,181,t5
4294,821,790,2024-08-10 09:59:35.419565,search,specification,purchase,186,t5
4295,3617,7931,2024-08-08 21:36:35.419565,search,bottom,view,115,t4
4296,3849,9210,2024-07-12 11:07:35.419565,sale,,add_to_cart,94,t4
4297,4647,6633,2024-08-08 07:14:35.419565,home,,purchase,5,t1
4298,1733,3283,2024-07-23 17:17:35.419565,home,bottom,purchase,207,t5
4299,792,358,2024-07-24 06:53:35.419565,cart,comments,purchase,111,t4
4300,1460,3653,2024-08-09 23:46:35.419565,sale,comments,purchase,102,t4
4301,3807,5885,2024-07-20 13:40:35.419565,search,comments,add_to_cart,300,t5
4302,1742,4960,2024-07-24 10:25:35.419565,home,,purchase,9,t1
4303,98,5112,2024-08-04 01:44:35.419565,category,,add_to_cart,149,t5
4304,4823,8948,2024-07-17 04:23:35.419565,cart,,purchase,277,t5
4305,3316,9042,2024-07-29 22:47:35.419565,search,comments,add_to_cart,95,t4
4306,1033,5051,2024-07-19 17:55:35.419565,search,bottom,purchase,35,t3
4307,4230,8631,2024-07-18 05:25:35.419565,cart,specification,purchase,160,t5
4308,3762,4057,2024-07-23 08:02:35.419565,search,specification,purchase,221,t5
4309,2410,4979,2024-07-24 09:53:35.419565,search,specification,view,10,t2
4310,1352,5277,2024-07-14 15:28:35.419565,home,bottom,view,199,t5
4311,571,9339,2024-07-30 09:05:35.419565,home,specification,add_to_cart,176,t5
4312,2533,3663,2024-07-16 07:48:35.419565,sale,comments,view,121,t5
4313,4933,2842,2024-08-01 20:20:35.419565,search,bottom,purchase,238,t5
4314,4547,5932,2024-07-18 02:08:35.419565,cart,specification,add_to_cart,150,t5
4315,2511,4310,2024-07-20 07:15:35.419565,sale,bottom,purchase,55,t3
4316,4114,5029,2024-07-12 03:29:35.419565,search,,view,70,t4
4317,2596,1589,2024-07-22 14:49:35.419565,search,bottom,purchase,230,t5
4318,4160,5085,2024-07-14 21:37:35.419565,home,comments,purchase,292,t5
4319,1014,2717,2024-07-31 05:22:35.419565,sale,,purchase,137,t5
4320,4225,5677,2024-07-27 04:03:35.419565,sale,specification,purchase,160,t5
4321,4420,3431,2024-07-29 14:56:35.419565,home,bottom,purchase,163,t5
4322,4377,6096,2024-07-27 10:39:35.419565,search,bottom,add_to_cart,4,t1
4323,4815,3901,2024-07-30 08:50:35.419565,sale,,add_to_cart,5,t1
4324,1120,161,2024-07-26 18:28:35.419565,sale,,add_to_cart,192,t5
4325,2363,2354,2024-08-02 10:11:35.419565,category,,purchase,180,t5
4326,615,1712,2024-07-22 17:28:35.419565,category,specification,view,67,t4
4327,3242,4829,2024-07-18 04:16:35.419565,search,comments,view,169,t5
4328,3212,8665,2024-08-10 08:08:35.419565,home,,purchase,281,t5
4329,147,6219,2024-07-20 01:02:35.419565,search,bottom,add_to_cart,121,t5
4330,1300,6682,2024-08-10 11:02:35.419565,home,specification,add_to_cart,10,t2
4331,2965,814,2024-08-06 20:59:35.419565,sale,specification,view,288,t5
4332,2206,2517,2024-07-23 10:00:35.420564,cart,specification,add_to_cart,2,t1
4333,1792,71,2024-08-08 04:26:35.420564,home,bottom,add_to_cart,13,t2
4334,4378,2452,2024-07-25 04:21:35.420564,home,bottom,add_to_cart,14,t2
4335,2249,6916,2024-07-25 08:23:35.420564,home,bottom,add_to_cart,289,t5
4336,788,683,2024-07-31 17:08:35.420564,home,comments,purchase,238,t5
4337,3280,4529,2024-07-20 13:00:35.420564,category,,add_to_cart,291,t5
4338,2708,9097,2024-07-16 00:35:35.420564,search,specification,purchase,214,t5
4339,3970,9721,2024-07-24 19:35:35.420564,search,,view,49,t3
4340,4659,5157,2024-07-15 05:39:35.420564,cart,comments,view,295,t5
4341,4301,7967,2024-07-22 10:04:35.420564,cart,specification,purchase,200,t5
4342,1821,822,2024-07-12 10:11:35.420564,cart,specification,purchase,169,t5
4343,4575,5438,2024-07-23 08:55:35.420564,cart,comments,view,145,t5
4344,553,5718,2024-07-26 22:10:35.420564,category,specification,view,250,t5
4345,2716,7648,2024-08-02 15:08:35.420564,category,bottom,view,75,t4
4346,121,4507,2024-07-12 17:45:35.420564,category,bottom,purchase,71,t4
4347,5,4544,2024-08-03 11:20:35.420564,sale,comments,purchase,33,t3
4348,1174,6988,2024-07-13 19:42:35.420564,search,comments,add_to_cart,54,t3
4349,1199,6920,2024-08-06 02:57:35.420564,category,comments,view,274,t5
4350,3282,6323,2024-08-02 09:42:35.420564,home,comments,purchase,241,t5
4351,4673,6714,2024-08-10 11:26:35.420564,cart,bottom,purchase,138,t5
4352,803,8034,2024-07-23 14:09:35.420564,cart,bottom,add_to_cart,160,t5
4353,4301,3495,2024-07-17 10:11:35.420564,home,,purchase,69,t4
4354,3414,3460,2024-07-21 08:57:35.420564,category,specification,add_to_cart,63,t4
4355,2416,7131,2024-08-09 10:19:35.420564,category,comments,view,45,t3
4356,1895,4439,2024-07-20 23:24:35.420564,cart,comments,add_to_cart,208,t5
4357,3724,2874,2024-07-29 14:32:35.420564,cart,comments,view,197,t5
4358,1975,9241,2024-07-16 11:20:35.420564,home,,add_to_cart,279,t5
4359,626,7838,2024-07-25 20:52:35.420564,category,bottom,add_to_cart,292,t5
4360,3953,8733,2024-07-12 04:20:35.420564,sale,comments,add_to_cart,99,t4
4361,3810,6068,2024-07-28 02:31:35.420564,sale,,view,102,t4
4362,2069,5663,2024-07-20 15:00:35.420564,search,,add_to_cart,265,t5
4363,922,3408,2024-08-07 00:28:35.420564,home,comments,add_to_cart,135,t5
4364,2895,5280,2024-08-08 05:59:35.420564,search,bottom,add_to_cart,266,t5
4365,454,7078,2024-07-24 03:50:35.420564,search,bottom,view,101,t4
4366,823,2752,2024-07-20 07:32:35.420564,sale,,purchase,201,t5
4367,195,4214,2024-07-20 21:11:35.420564,category,comments,purchase,80,t4
4368,3257,2538,2024-07-31 23:05:35.420564,sale,specification,view,122,t5
4369,2495,4328,2024-07-12 22:47:35.420564,category,bottom,add_to_cart,148,t5
4370,3891,9220,2024-07-12 16:12:35.420564,category,bottom,add_to_cart,167,t5
4371,783,6747,2024-07-14 12:26:35.420564,category,specification,view,31,t3
4372,2779,8834,2024-07-26 17:09:35.420564,search,bottom,purchase,136,t5
4373,4244,4275,2024-07-24 21:24:35.420564,search,,view,182,t5
4374,271,5582,2024-07-23 03:28:35.420564,home,bottom,view,33,t3
4375,3448,9191,2024-07-23 23:52:35.420564,cart,,purchase,51,t3
4376,3880,5135,2024-08-10 21:06:35.420564,search,bottom,add_to_cart,45,t3
4377,2082,442,2024-07-15 08:05:35.420564,home,bottom,purchase,224,t5
4378,618,4705,2024-08-05 19:27:35.420564,sale,comments,view,171,t5
4379,3493,50,2024-08-02 00:34:35.420564,cart,,view,242,t5
4380,4199,2258,2024-07-16 09:01:35.420564,home,specification,add_to_cart,91,t4
4381,3065,157,2024-08-08 02:35:35.420564,home,,add_to_cart,126,t5
4382,61,4954,2024-07-26 23:51:35.420564,home,,purchase,194,t5
4383,2484,10,2024-07-13 21:44:35.420564,category,specification,add_to_cart,237,t5
4384,269,3440,2024-07-31 22:39:35.420564,sale,specification,purchase,3,t1
4385,3017,8446,2024-07-24 19:51:35.420564,search,comments,add_to_cart,14,t2
4386,2093,6329,2024-07-19 10:32:35.420564,category,,view,26,t3
4387,2297,181,2024-08-01 05:50:35.420564,home,comments,view,148,t5
4388,162,7647,2024-07-18 14:36:35.420564,search,comments,add_to_cart,170,t5
4389,2988,6141,2024-07-16 01:49:35.420564,home,comments,purchase,195,t5
4390,501,7529,2024-07-19 21:34:35.420564,sale,,view,262,t5
4391,3736,4876,2024-08-11 15:57:35.420564,category,,view,195,t5
4392,4694,1785,2024-07-23 10:19:35.420564,category,,add_to_cart,295,t5
4393,953,5257,2024-08-05 02:43:35.420564,search,,view,88,t4
4394,3631,5069,2024-08-01 12:46:35.420564,sale,comments,view,197,t5
4395,2313,8510,2024-07-29 04:32:35.420564,cart,comments,add_to_cart,175,t5
4396,971,642,2024-07-26 01:15:35.420564,category,comments,add_to_cart,47,t3
4397,4297,6591,2024-07-25 23:48:35.420564,home,comments,add_to_cart,144,t5
4398,1535,1507,2024-07-28 16:18:35.420564,search,comments,add_to_cart,44,t3
4399,3019,1298,2024-07-14 15:20:35.420564,category,bottom,purchase,113,t4
4400,277,1221,2024-07-22 04:30:35.420564,cart,,purchase,282,t5
4401,967,8422,2024-07-31 00:09:35.420564,category,comments,purchase,224,t5
4402,1618,738,2024-07-19 23:39:35.420564,search,bottom,view,51,t3
4403,486,9996,2024-07-15 17:51:35.420564,cart,,view,55,t3
4404,490,8565,2024-07-19 20:08:35.420564,category,specification,add_to_cart,28,t3
4405,1774,6531,2024-07-23 11:25:35.420564,search,,purchase,168,t5
4406,3966,5242,2024-07-17 23:18:35.420564,sale,specification,purchase,224,t5
4407,18,9108,2024-07-25 17:05:35.420564,cart,bottom,view,61,t4
4408,1654,7651,2024-07-29 15:38:35.420564,search,,purchase,136,t5
4409,4673,4365,2024-08-04 03:55:35.420564,category,comments,view,77,t4
4410,3801,7696,2024-07-24 00:01:35.420564,search,specification,purchase,251,t5
4411,1412,525,2024-07-20 20:39:35.420564,home,,add_to_cart,167,t5
4412,4414,6826,2024-08-04 06:40:35.420564,category,specification,add_to_cart,171,t5
4413,2991,5850,2024-08-07 17:42:35.420564,cart,,purchase,258,t5
4414,4087,5506,2024-08-06 00:49:35.420564,search,specification,view,118,t4
4415,2593,4288,2024-08-06 07:03:35.420564,cart,bottom,purchase,80,t4
4416,2088,6788,2024-07-14 05:00:35.420564,search,comments,purchase,298,t5
4417,4542,2107,2024-07-27 00:56:35.420564,search,comments,add_to_cart,254,t5
4418,2973,5962,2024-07-17 16:28:35.420564,sale,,add_to_cart,287,t5
4419,2163,3669,2024-08-01 01:25:35.420564,search,specification,view,137,t5
4420,2509,9416,2024-07-19 00:16:35.420564,sale,,purchase,110,t4
4421,1541,1615,2024-07-12 12:51:35.420564,home,,add_to_cart,265,t5
4422,3010,9240,2024-08-02 08:29:35.420564,search,comments,add_to_cart,77,t4
4423,762,4677,2024-08-11 12:02:35.420564,home,bottom,purchase,124,t5
4424,4408,2459,2024-07-19 16:37:35.420564,search,comments,purchase,220,t5
4425,4481,8742,2024-07-29 12:40:35.420564,home,comments,purchase,94,t4
4426,2595,6060,2024-07-15 20:58:35.420564,category,bottom,purchase,194,t5
4427,466,3602,2024-07-17 16:26:35.420564,cart,comments,add_to_cart,182,t5
4428,776,3701,2024-08-06 15:00:35.420564,search,,purchase,100,t4
4429,3342,289,2024-07-31 16:14:35.420564,sale,,add_to_cart,173,t5
4430,2945,1547,2024-08-08 10:10:35.420564,sale,,view,133,t5
4431,4599,3563,2024-07-18 13:35:35.420564,category,,add_to_cart,24,t2
4432,1384,5402,2024-07-24 23:16:35.420564,category,,purchase,81,t4
4433,4507,3266,2024-08-11 05:33:35.420564,cart,bottom,view,218,t5
4434,573,9223,2024-08-05 17:04:35.420564,cart,specification,purchase,109,t4
4435,1567,2524,2024-07-22 13:04:35.420564,sale,comments,view,65,t4
4436,3792,8461,2024-07-21 17:44:35.420564,sale,,view,179,t5
4437,3791,6093,2024-07-17 16:48:35.420564,category,specification,purchase,213,t5
4438,4306,5836,2024-08-04 10:07:35.420564,search,,add_to_cart,80,t4
4439,955,654,2024-07-16 00:19:35.420564,category,bottom,add_to_cart,3,t1
4440,3015,1364,2024-08-01 12:56:35.420564,category,bottom,view,36,t3
4441,3609,1809,2024-08-02 20:33:35.420564,search,specification,view,285,t5
4442,4698,9036,2024-07-26 20:04:35.420564,home,bottom,purchase,87,t4
4443,1540,1028,2024-07-23 10:03:35.420564,sale,comments,purchase,74,t4
4444,3958,6866,2024-07-29 15:01:35.420564,search,bottom,purchase,74,t4
4445,4175,247,2024-07-29 10:12:35.420564,category,comments,purchase,232,t5
4446,3231,3853,2024-08-11 11:57:35.420564,category,comments,add_to_cart,284,t5
4447,2844,6658,2024-07-17 10:14:35.420564,cart,bottom,add_to_cart,265,t5
4448,3169,3010,2024-08-02 22:11:35.420564,sale,comments,add_to_cart,228,t5
4449,1635,2200,2024-07-14 16:41:35.420564,sale,,view,89,t4
4450,1950,4363,2024-07-15 21:42:35.420564,search,,view,154,t5
4451,3639,2668,2024-07-27 05:42:35.420564,cart,bottom,purchase,260,t5
4452,1587,1283,2024-08-05 18:48:35.420564,category,,purchase,20,t2
4453,4918,3958,2024-07-31 02:44:35.420564,sale,specification,view,122,t5
4454,4505,5674,2024-07-20 05:06:35.420564,cart,specification,view,153,t5
4455,538,2006,2024-07-12 01:26:35.420564,search,comments,view,276,t5
4456,935,4515,2024-08-10 08:18:35.420564,cart,,view,285,t5
4457,1681,8067,2024-08-09 08:15:35.420564,category,,add_to_cart,243,t5
4458,3096,6825,2024-07-11 20:09:35.420564,search,bottom,purchase,238,t5
4459,1811,4148,2024-07-16 05:45:35.420564,cart,specification,purchase,165,t5
4460,288,614,2024-08-07 23:33:35.421561,cart,comments,purchase,208,t5
4461,2137,9414,2024-07-27 20:03:35.421561,cart,bottom,purchase,121,t5
4462,1574,8955,2024-07-31 09:02:35.421561,sale,bottom,view,16,t2
4463,2388,4839,2024-07-28 00:10:35.421561,category,comments,view,82,t4
4464,1148,1127,2024-08-05 20:29:35.421561,home,,purchase,209,t5
4465,3946,9165,2024-07-17 03:47:35.421561,category,comments,add_to_cart,292,t5
4466,1056,409,2024-07-21 19:11:35.421561,search,comments,add_to_cart,110,t4
4467,4796,5513,2024-08-06 01:23:35.421561,category,specification,view,87,t4
4468,2948,9351,2024-08-05 06:52:35.421561,cart,bottom,add_to_cart,205,t5
4469,742,3912,2024-07-12 23:16:35.421561,category,bottom,purchase,88,t4
4470,3400,4697,2024-07-26 04:23:35.421561,home,comments,add_to_cart,240,t5
4471,3514,898,2024-08-02 16:10:35.421561,home,bottom,add_to_cart,17,t2
4472,4260,5636,2024-08-01 13:26:35.421561,home,specification,view,242,t5
4473,4787,9972,2024-07-17 00:20:35.421561,search,,purchase,166,t5
4474,2727,5878,2024-07-15 13:12:35.421561,cart,comments,view,141,t5
4475,3441,6460,2024-07-28 23:37:35.421561,cart,comments,add_to_cart,139,t5
4476,2762,4764,2024-07-30 23:49:35.421561,cart,,add_to_cart,45,t3
4477,207,9105,2024-07-11 18:22:35.421561,cart,specification,add_to_cart,267,t5
4478,744,4456,2024-07-15 22:36:35.421561,search,comments,purchase,287,t5
4479,550,6773,2024-08-02 09:25:35.421561,search,bottom,purchase,32,t3
4480,2732,6958,2024-07-31 01:26:35.421561,home,comments,add_to_cart,231,t5
4481,62,3490,2024-07-21 13:05:35.421561,sale,,purchase,140,t5
4482,768,9048,2024-08-07 23:55:35.421561,search,bottom,add_to_cart,59,t3
4483,1044,4397,2024-08-05 08:50:35.421561,category,comments,add_to_cart,114,t4
4484,392,9203,2024-07-13 01:54:35.421561,sale,,add_to_cart,69,t4
4485,4687,9109,2024-07-20 12:51:35.421561,sale,bottom,view,6,t1
4486,4989,2640,2024-07-29 07:29:35.421561,search,bottom,add_to_cart,166,t5
4487,2600,5753,2024-07-21 02:12:35.421561,home,,view,84,t4
4488,3636,5905,2024-07-29 16:33:35.421561,search,comments,view,96,t4
4489,4239,8006,2024-08-01 05:10:35.421561,home,specification,add_to_cart,121,t5
4490,4208,6747,2024-08-10 17:54:35.421561,home,bottom,view,89,t4
4491,4710,2504,2024-08-08 11:31:35.421561,cart,comments,view,34,t3
4492,2727,524,2024-07-22 02:35:35.421561,home,specification,add_to_cart,86,t4
4493,2845,6237,2024-08-08 23:59:35.421561,category,comments,view,281,t5
4494,3133,1256,2024-08-04 04:52:35.421561,cart,specification,add_to_cart,135,t5
4495,1668,3562,2024-07-28 03:45:35.421561,sale,,purchase,290,t5
