OrderItemID,OrderID,ProductID,Price,Quantity,CustomerID,OrderDate,Count,TotalAmount,Status,RetailerID,Name,MainCategory,SubCategory,SKU,CreatedAt,Reviews,Ratings,CleanedReviews,Sentiment,neg,neu,pos,compound,Cluster
3288,3288,8506,19.19,1,1681,2024-08-09 02:21:35,1,19.19,In Transit,55,Shopnet Wireless Bluetooth Speaker TG113 For Samsung Galaxy Tab 4 8.0 Ultra Boost Bass with DJ Sound Portable Home Speaker...,tv  audio & cameras,Speakers,SKU2345,2024-08-11 16:50:47.854794,,,,,,,,,
3289,3289,2015,11.99,1,1828,2024-07-31 09:36:35,1,11.99,In Transit,36,Vector X Tornado Goal Keeper Gloves (Multicolor),sports & fitness,Football,SKU6003,2024-08-11 16:34:27.325073,,,,,,,,,
3290,3290,3512,94.73,1,1828,2024-07-15 19:22:35,1,94.73,Delivered,58,NYLSA Universal 5V Car Mini Fridge Warmer and Cooler Dual Auto USB Refrigerator Freezer Office Black,appliances,Refrigerators,SKU9345,2024-08-11 16:37:32.599969,"To be honest, the NYLSA Universal 5V Car Mini Fridge Warmer and Cooler Dual Auto USB Refrigerator Freezer Office Black is just alright. It’s not terrible, but there’s room for improvement. I wouldn't say it’s great, but it’s not awful either.",3.0,honest nylsa universal v car mini fridge warmer cooler dual auto usb refrigerator freezer office black alright terrible there room improvement wouldnt say great awful either,"{'neg': 0.171, 'neu': 0.482, 'pos': 0.347, 'compound': 0.6794}",0.171,0.482,0.347,0.6794,0.0
3291,3291,3594,13029.79,1,3558,2024-08-03 16:55:35,1,13029.79,In Transit,24,Vinit Dresses Presents Black School Shoe (Pack of 3),kids' fashion,Kids' Shoes,SKU4981,2024-08-11 16:37:38.943322,,,,,,,,,
3292,3292,4061,9.59,1,3558,2024-07-13 23:46:35,1,9.59,Delivered,57,CBK Self Adhesive Multipurpose Stand Holder for Bathroom  Toilet Bedroom  Office  Kitchen Shelf Wall Holder Bathroom Rack ...,home & kitchen,All Home & Kitchen,SKU2075,2024-08-11 16:38:59.376351,"Had a great experience with the CBK Self Adhesive Multipurpose Stand Holder for Bathroom  Toilet Bedroom  Office  Kitchen Shelf Wall Holder Bathroom Rack ..., from ordering to delivery, and the product quality is superb. I'm very happy and would highly recommend it!",5.0,great experience cbk self adhesive multipurpose stand holder bathroom toilet bedroom office kitchen shelf wall holder bathroom rack ordering delivery product quality superb im happy would highly recommend,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.9402}",0.0,0.62,0.38,0.9402,2.0
3293,3293,7936,78.01,1,3558,2024-07-13 22:39:35,1,78.01,In Transit,49,Aswadh Daypack Laptop Backpack Waterproof College School Doctor Casual Bag Black,kids' fashion,School Bags,SKU5070,2024-08-11 16:49:58.853743,,,,,,,,,
3294,3294,8093,65.99,1,3562,2024-07-14 01:30:35,1,65.99,In Transit,61,Fun with Dots & Numbers and Colorful Dots & Numbers (Fun with Dots & Numbers),toys & baby products,STEM Toys Store,SKU1912,2024-08-11 16:50:10.102099,,,,,,,,,
3295,3295,9340,3.59,1,424,2024-07-29 19:51:35,1,3.59,Delivered,63,SR BIOTECH Extra Tough Tablet/Pill Cutter to Split a Tablet,beauty & health,Health & Personal Care,SKU6208,2024-08-11 16:52:27.330994,"The SR BIOTECH Extra Tough Tablet/Pill Cutter to Split a Tablet is fine for everyday use. It's not exceptional, but it gets the job done. I don't feel strongly about it either way.",3.0,sr biotech extra tough tabletpill cutter split tablet fine everyday use exceptional get job done dont feel strongly either way,"{'neg': 0.15, 'neu': 0.769, 'pos': 0.081, 'compound': -0.1316}",0.15,0.769,0.081,-0.1316,3.0
3296,3296,4283,1106.7,1,2594,2024-07-18 04:52:35,1,1106.7,In Transit,59,SKYWALL 165 cm (65 inches) 4K Ultra HD Smart LED TV 65SW-VS (Black),tv  audio & cameras,Televisions,SKU9004,2024-08-11 16:39:26.428345,,,,,,,,,
3297,3297,3849,9.59,1,3964,2024-08-06 21:31:35,1,9.59,Delivered,10,C-TYPE In-Ear Headphones Earphones for OnePlus 10R   OnePlus 10 R Metallic C Type Earphones with Mic and Volume Controlle...,tv  audio & cameras,Camera Accessories,SKU3946,2024-08-11 16:38:33.054565,The C-TYPE In-Ear Headphones Earphones for OnePlus 10R   OnePlus 10 R Metallic C Type Earphones with Mic and Volume Controlle... is fantastic! It fits perfectly and performs as promised. I couldn’t be happier with my purchase and will recommend it to my friends.,5.0,ctype inear headphone earphone oneplus r oneplus r metallic c type earphone mic volume controlle fantastic fit perfectly performs promised couldnt happier purchase recommend friend,"{'neg': 0.136, 'neu': 0.418, 'pos': 0.446, 'compound': 0.9025}",0.136,0.418,0.446,0.9025,0.0
3298,3298,6223,5.99,1,4305,2024-07-14 08:50:35,1,5.99,Shipped,73,A.K Jumping Rope With Wooden Handle & Leather Rope For Exercise Ball Bearing Skipping Rope (Brown  Length: 274 cm),sports & fitness,Fitness Accessories,SKU7610,2024-08-11 16:44:41.529680,,,,,,,,,
3299,3299,6513,5.99,1,4635,2024-07-28 05:30:35,1,5.99,In Transit,97,A1VK Badminton Set of 2 Piece Racquet with 6 Piece Plastic Shuttle Badminton Kit Yellow Strung Badminton Racquet,sports & fitness,Badminton,SKU6118,2024-08-11 16:45:48.475682,,,,,,,,,
3300,3300,6513,5.99,1,1588,2024-07-22 21:18:35,1,5.99,Shipped,97,A1VK Badminton Set of 2 Piece Racquet with 6 Piece Plastic Shuttle Badminton Kit Yellow Strung Badminton Racquet,sports & fitness,Badminton,SKU6118,2024-08-11 16:45:48.475682,,,,,,,,,
3301,3301,2932,6.0,1,3885,2024-07-19 11:16:35,1,6.0,Shipped,98,Himalaya Tiny Toes Diaper Rash Cream  50 g - Pack of 5,toys & baby products,Baby Bath  Skin & Grooming,SKU9979,2024-08-11 16:36:15.322692,,,,,,,,,
3302,3302,3383,13821.83,1,3885,2024-07-26 10:14:35,1,13821.83,In Transit,63,(Renewed) Havells OFR - 9Fin 2500-Watt PTC Fan Heater (Black),appliances,Heating & Cooling Appliances,SKU8502,2024-08-11 16:37:16.353705,,,,,,,,,
3303,3303,2932,6.0,1,4299,2024-07-29 21:16:35,1,6.0,Shipped,98,Himalaya Tiny Toes Diaper Rash Cream  50 g - Pack of 5,toys & baby products,Baby Bath  Skin & Grooming,SKU9979,2024-08-11 16:36:15.322692,,,,,,,,,
3304,3304,216,101.39,1,4299,2024-07-14 10:21:35,1,101.39,Shipped,97,ABB INDIA Solutions & Services 13500 Watt 4.1 Home Theater Audio Speaker with Bluetooth  USB  AUX-in  Fm Radio Tower Satel...,tv  audio & cameras,Home Audio & Theater,SKU4161,2024-08-11 16:27:46.445482,,,,,,,,,
3305,3305,8643,24.0,1,3942,2024-08-07 02:47:35,1,24.0,Delivered,47,Generic Polyester Nylon Secret Message Sequin Lightweight Spacious Main Compartment Large Pouch Gym Practice Travel Bag (S...,bags & luggage,Travel Duffles,SKU6389,2024-08-11 16:51:03.970100,"The Generic Polyester Nylon Secret Message Sequin Lightweight Spacious Main Compartment Large Pouch Gym Practice Travel Bag (S... broke after only a few uses. I expected much better quality, and this product didn’t deliver. I wouldn't purchase this again.",2.0,generic polyester nylon secret message sequin lightweight spacious main compartment large pouch gym practice travel bag broke us expected much better quality product didnt deliver wouldnt purchase,"{'neg': 0.091, 'neu': 0.814, 'pos': 0.094, 'compound': 0.0258}",0.091,0.814,0.094,0.0258,1.0
3306,3306,9625,13.19,1,3449,2024-07-22 23:28:35,1,13.19,Shipped,82,Kozdiko Car Sun Shades Fix Curtain with Dicky for Mitsubishi Pajero Sport,car & motorbike,Car Accessories,SKU4449,2024-08-11 16:52:56.627107,,,,,,,,,
3307,3307,2749,21.6,1,4871,2024-07-31 22:54:35,1,21.6,Delivered,100,DClub Memory Foam Cervical Contour Medical Pillow for Sleeping Orthopedic Pillows for Neck Back Pain Relief.,home & kitchen,All Home & Kitchen,SKU4253,2024-08-11 16:36:03.938808,The DClub Memory Foam Cervical Contour Medical Pillow for Sleeping Orthopedic Pillows for Neck Back Pain Relief. was overpriced and didn’t live up to the hype. I found it frustrating to use and wouldn't recommend it at all.,1.0,dclub memory foam cervical contour medical pillow sleeping orthopedic pillow neck back pain relief overpriced didnt live hype found frustrating use wouldnt recommend,"{'neg': 0.273, 'neu': 0.625, 'pos': 0.102, 'compound': -0.6381}",0.273,0.625,0.102,-0.6381,0.0
3308,3308,3303,7.2,1,4871,2024-08-02 04:45:35,1,7.2,Delivered,85,Armor All 32024US Auto Glass Cleaner (500 ml),car & motorbike,All Car & Motorbike Products,SKU4354,2024-08-11 16:37:09.961313,The Armor All 32024US Auto Glass Cleaner (500 ml) works like a charm! It's everything I needed and more. Would definitely buy it again without hesitation.,5.0,armor u auto glass cleaner ml work like charm everything needed would definitely buy without hesitation,"{'neg': 0.0, 'neu': 0.467, 'pos': 0.533, 'compound': 0.856}",0.0,0.467,0.533,0.856,2.0
3309,3309,4525,5.51,1,893,2024-07-28 21:18:35,1,5.51,Delivered,14,LABOGENS POTASSIUM SULPHATE 500GM  Assay : Min. 99% K2SO4 M.W. 174.26  (CAS NO. 7778-80-5),industrial supplies,Lab & Scientific,SKU4132,2024-08-11 16:39:55.790270,The LABOGENS POTASSIUM SULPHATE 500GM  Assay : Min. 99% K2SO4 M.W. 174.26  (CAS NO. 7778-80-5) is fantastic! It fits perfectly and performs as promised. I couldn’t be happier with my purchase and will recommend it to my friends.,4.0,labogens potassium sulphate gm assay min kso mw ca fantastic fit perfectly performs promised couldnt happier purchase recommend friend,"{'neg': 0.149, 'neu': 0.365, 'pos': 0.487, 'compound': 0.9025}",0.149,0.365,0.487,0.9025,0.0
3310,3310,2426,76.8,1,2302,2024-08-04 05:59:35,1,76.8,In Transit,1,Ferro Analog Rose Gold Dial Women's Watch-F40074-05,accessories,Watches,SKU8791,2024-08-11 16:35:23.072978,,,,,,,,,
3311,3311,266,9.59,1,3730,2024-07-21 21:39:35,1,9.59,Delivered,12,Neska Moda 12 To 18 Months Baby Boys & Baby Girls Cotton Rabbit Booties (Maroon Blue) -BT1151andBT1177,kids' fashion,Baby Fashion,SKU7247,2024-08-11 16:28:19.114551,"The Neska Moda 12 To 18 Months Baby Boys & Baby Girls Cotton Rabbit Booties (Maroon Blue) -BT1151andBT1177 turned out to be a big letdown. It feels cheaply made, and I regret buying it. Definitely not worth the money I spent.",1.0,neska moda month baby boy baby girl cotton rabbit booty maroon blue btandbt turned big letdown feel cheaply made regret buying definitely worth money spent,"{'neg': 0.095, 'neu': 0.748, 'pos': 0.156, 'compound': 0.2023}",0.095,0.748,0.156,0.2023,1.0
3312,3312,967,15.59,1,3730,2024-08-08 23:33:35,1,15.59,Delivered,4,Heads Up For Tails Fresh Blooms Reversible Dog Harness - M: 19-22 Girth,pet supplies,Dog supplies,SKU5397,2024-08-11 16:30:35.544540,"The Heads Up For Tails Fresh Blooms Reversible Dog Harness - M: 19-22 Girth broke after only a few uses. I expected much better quality, and this product didn’t deliver. I wouldn't purchase this again.",1.0,head tail fresh bloom reversible dog harness girth broke us expected much better quality product didnt deliver wouldnt purchase,"{'neg': 0.117, 'neu': 0.667, 'pos': 0.217, 'compound': 0.34}",0.117,0.667,0.217,0.34,1.0
3313,3313,7979,8.04,1,3628,2024-07-20 00:48:35,1,8.04,Delivered,21,Philips Avent Natural Nipple Combo 3m+ Medium Flow Nipple (Pack of 2 Nipples),toys & baby products,Nursing & Feeding,SKU4723,2024-08-11 16:50:01.381523,"Had a great experience with the Philips Avent Natural Nipple Combo 3m+ Medium Flow Nipple (Pack of 2 Nipples), from ordering to delivery, and the product quality is superb. I'm very happy and would highly recommend it!",5.0,great experience philip avent natural nipple combo medium flow nipple pack nipple ordering delivery product quality superb im happy would highly recommend,"{'neg': 0.0, 'neu': 0.497, 'pos': 0.503, 'compound': 0.9531}",0.0,0.497,0.503,0.9531,2.0
3314,3314,6236,7.2,1,3628,2024-07-26 10:54:35,1,7.2,Shipped,76,Sri Sri Ayurveda Tattva Shakti Drops  10ml (Pack of 5),beauty & health,Diet & Nutrition,SKU2693,2024-08-11 16:44:42.260734,,,,,,,,,
3315,3315,7979,8.04,1,4786,2024-07-26 20:21:35,1,8.04,In Transit,21,Philips Avent Natural Nipple Combo 3m+ Medium Flow Nipple (Pack of 2 Nipples),toys & baby products,Nursing & Feeding,SKU4723,2024-08-11 16:50:01.381523,,,,,,,,,
3316,3316,7979,8.04,1,2481,2024-07-14 01:14:35,1,8.04,Delivered,21,Philips Avent Natural Nipple Combo 3m+ Medium Flow Nipple (Pack of 2 Nipples),toys & baby products,Nursing & Feeding,SKU4723,2024-08-11 16:50:01.381523,"The Philips Avent Natural Nipple Combo 3m+ Medium Flow Nipple (Pack of 2 Nipples) is fine for everyday use. It's not exceptional, but it gets the job done. I don't feel strongly about it either way.",3.0,philip avent natural nipple combo medium flow nipple pack nipple fine everyday use exceptional get job done dont feel strongly either way,"{'neg': 0.072, 'neu': 0.757, 'pos': 0.171, 'compound': 0.3582}",0.072,0.757,0.171,0.3582,3.0
3317,3317,6619,11.99,1,3722,2024-07-21 09:56:35,1,11.99,Delivered,34,PAPIO Diamond Studded Analogue Brown Dial Women's Watch with Brown Color Bracelet PWC5006,accessories,Watches,SKU5060,2024-08-11 16:46:06.383836,The PAPIO Diamond Studded Analogue Brown Dial Women's Watch with Brown Color Bracelet PWC5006 was overpriced and didn’t live up to the hype. I found it frustrating to use and wouldn't recommend it at all.,1.0,papio diamond studded analogue brown dial womens watch brown color bracelet pwc overpriced didnt live hype found frustrating use wouldnt recommend,"{'neg': 0.197, 'neu': 0.708, 'pos': 0.094, 'compound': -0.3839}",0.197,0.708,0.094,-0.3839,0.0
3318,3318,6619,11.99,1,2735,2024-07-18 12:34:35,1,11.99,Delivered,34,PAPIO Diamond Studded Analogue Brown Dial Women's Watch with Brown Color Bracelet PWC5006,accessories,Watches,SKU5060,2024-08-11 16:46:06.383836,I’m really unhappy with the PAPIO Diamond Studded Analogue Brown Dial Women's Watch with Brown Color Bracelet PWC5006. It didn’t work as advertised and had multiple issues. Save your money and look for something else.,2.0,im really unhappy papio diamond studded analogue brown dial womens watch brown color bracelet pwc didnt work advertised multiple issue save money look something else,"{'neg': 0.1, 'neu': 0.711, 'pos': 0.189, 'compound': 0.4158}",0.1,0.711,0.189,0.4158,4.0
3319,3319,3687,35.88,1,67,2024-08-03 16:15:35,1,35.88,Delivered,62,Mochi Men's Tan Leather Formal Shoes - 6 UK (19-3106),men's shoes,Formal Shoes,SKU6029,2024-08-11 16:37:47.303841,"To be honest, the Mochi Men's Tan Leather Formal Shoes - 6 UK (19-3106) is just alright. It’s not terrible, but there’s room for improvement. I wouldn't say it’s great, but it’s not awful either.",3.0,honest mochi men tan leather formal shoe uk alright terrible there room improvement wouldnt say great awful either,"{'neg': 0.219, 'neu': 0.411, 'pos': 0.37, 'compound': 0.5245}",0.219,0.411,0.37,0.5245,0.0
3320,3320,6739,71.99,1,1747,2024-08-06 07:19:35,1,71.99,Delivered,5,ASICS Mens Gel-Dedicate 6 Sneaker,men's shoes,Sports Shoes,SKU4178,2024-08-11 16:46:36.522579,The ASICS Mens Gel-Dedicate 6 Sneaker was overpriced and didn’t live up to the hype. I found it frustrating to use and wouldn't recommend it at all.,2.0,asics men geldedicate sneaker overpriced didnt live hype found frustrating use wouldnt recommend,"{'neg': 0.313, 'neu': 0.687, 'pos': 0.0, 'compound': -0.6136}",0.313,0.687,0.0,-0.6136,0.0
3321,3321,6775,141.88,1,1747,2024-08-09 23:28:35,1,141.88,In Transit,38,WWE Elite Figure 1 Daniel Bryan  Black,toys & baby products,International Toy Store,SKU8609,2024-08-11 16:46:40.135787,,,,,,,,,
3322,3322,3021,4.55,1,2709,2024-07-25 09:35:35,1,4.55,Delivered,57,Aerowalk womens Wn02 Slipper,women's shoes,Shoes,SKU7481,2024-08-11 16:36:21.909310,"The Aerowalk womens Wn02 Slipper is average. Not too bad, but also nothing extraordinary. It's functional, but I’m not overly excited about it.",3.0,aerowalk womens wn slipper average bad also nothing extraordinary functional im overly excited,"{'neg': 0.207, 'neu': 0.651, 'pos': 0.142, 'compound': -0.2732}",0.207,0.651,0.142,-0.2732,2.0
3323,3323,5302,11.99,1,3509,2024-07-24 03:53:35,1,11.99,In Transit,6,Push Up Bar & Ab Wheel Roller Combo Push-Ups Stands Bars for Abs Workout Exercise Cardio Bodybuilding Chest Muscles Traini...,sports & fitness,Strength Training,SKU7835,2024-08-11 16:41:49.190941,,,,,,,,,
3324,3324,658,59.99,1,4795,2024-08-07 14:32:35,1,59.99,Shipped,7,DEVICE OF URBAN INFOTECH BM800 Professional Condenser Microphone Complete Setup with Phantom Power  Boom Scissor Stands & ...,music,Musical Instruments & Professional Audio,SKU3481,2024-08-11 16:29:37.903150,,,,,,,,,
3325,3325,868,7.19,1,4795,2024-07-30 20:21:35,1,7.19,Shipped,15,Style Along Let's Slim Black Colour UV Sun Protection Arm Cooling Sleeves for Cycling  Driving  Outdoor Sports  Golf  Bask...,sports & fitness,Cricket,SKU2368,2024-08-11 16:30:28.481848,,,,,,,,,
3326,3326,2016,455.88,1,4385,2024-07-22 06:50:35,1,455.88,Delivered,27,Haier HFC-400DM5  5 Star rated Double Door Hard Top Deep Freezer  Convertible  Capacity 383 litres  White,appliances,Refrigerators,SKU3114,2024-08-11 16:34:27.365008,"The Haier HFC-400DM5  5 Star rated Double Door Hard Top Deep Freezer  Convertible  Capacity 383 litres  White broke after only a few uses. I expected much better quality, and this product didn’t deliver. I wouldn't purchase this again.",1.0,haier hfcdm star rated double door hard top deep freezer convertible capacity litre white broke us expected much better quality product didnt deliver wouldnt purchase,"{'neg': 0.14, 'neu': 0.702, 'pos': 0.157, 'compound': 0.128}",0.14,0.702,0.157,0.128,1.0
3327,3327,6394,78.0,1,2916,2024-07-12 06:22:35,1,78.0,Delivered,3,ZYCOON School Bag for Children 16 Inch 6 LTR Orange(Set of 5 pcs),kids' fashion,School Bags,SKU8629,2024-08-11 16:45:28.940374,"The ZYCOON School Bag for Children 16 Inch 6 LTR Orange(Set of 5 pcs) is average. Not too bad, but also nothing extraordinary. It's functional, but I’m not overly excited about it.",3.0,zycoon school bag child inch ltr orangeset pc average bad also nothing extraordinary functional im overly excited,"{'neg': 0.167, 'neu': 0.718, 'pos': 0.115, 'compound': -0.2732}",0.167,0.718,0.115,-0.2732,2.0
3328,3328,7392,11.99,1,1775,2024-07-18 01:40:35,1,11.99,Shipped,12,FADDY NATIVE Bleach Anime Bankai Printed Half Sleeve Round Neck T Shirt,men's clothing,T-shirts & Polos,SKU7495,2024-08-11 16:48:11.624661,,,,,,,,,
3329,3329,9214,17.99,1,1775,2024-07-29 16:23:35,1,17.99,Delivered,77,EditLook Men's Slim Fit Wash Knee Distressed Jeans Black,men's clothing,Jeans,SKU9944,2024-08-11 16:52:19.233169,"I have mixed feelings about the EditLook Men's Slim Fit Wash Knee Distressed Jeans Black. It's decent for the price, but there are some things that could be improved. It works fine, though.",3.0,mixed feeling editlook men slim fit wash knee distressed jean black decent price thing could improved work fine though,"{'neg': 0.109, 'neu': 0.545, 'pos': 0.346, 'compound': 0.6249}",0.109,0.545,0.346,0.6249,4.0
3330,3330,5699,4.79,1,1804,2024-08-08 05:04:35,1,4.79,In Transit,80,SILENCIO Silver Appearing Cane Metal Steel Professional Trick Prop Stretchable Extendable Stick Pocket Staff Magic Wand St...,toys & baby products,Toys & Games,SKU8839,2024-08-11 16:43:18.248473,,,,,,,,,
3331,3331,5699,4.79,1,3559,2024-08-09 23:42:35,1,4.79,Delivered,80,SILENCIO Silver Appearing Cane Metal Steel Professional Trick Prop Stretchable Extendable Stick Pocket Staff Magic Wand St...,toys & baby products,Toys & Games,SKU8839,2024-08-11 16:43:18.248473,The SILENCIO Silver Appearing Cane Metal Steel Professional Trick Prop Stretchable Extendable Stick Pocket Staff Magic Wand St... works like a charm! It's everything I needed and more. Would definitely buy it again without hesitation.,5.0,silencio silver appearing cane metal steel professional trick prop stretchable extendable stick pocket staff magic wand st work like charm everything needed would definitely buy without hesitation,"{'neg': 0.036, 'neu': 0.668, 'pos': 0.295, 'compound': 0.8183}",0.036,0.668,0.295,0.8183,2.0
3332,3332,8984,14.39,1,4247,2024-08-06 13:13:35,1,14.39,Delivered,51,Deniklo Men T-Shirt,men's clothing,T-shirts & Polos,SKU1877,2024-08-11 16:51:42.578452,"The Deniklo Men T-Shirt turned out to be a big letdown. It feels cheaply made, and I regret buying it. Definitely not worth the money I spent.",1.0,deniklo men tshirt turned big letdown feel cheaply made regret buying definitely worth money spent,"{'neg': 0.144, 'neu': 0.619, 'pos': 0.237, 'compound': 0.2023}",0.144,0.619,0.237,0.2023,1.0
3333,3333,4275,7.8,1,2893,2024-07-31 00:54:35,1,7.8,In Transit,74,Innovqaraj Embossed Ind Number Plate for Bike| Fancy | No Bar or Serial Code| for Old Bike Only (White),stores,Amazon Fashion,SKU1651,2024-08-11 16:39:25.579619,,,,,,,,,
3334,3334,1109,31.19,1,1627,2024-07-27 00:07:35,1,31.19,In Transit,51,The White Willow HR Foam Footrest Cushion For Under Table Office  Gaming  Work & Study Desk For Leg Support Ideal For Home...,home & kitchen,Furniture,SKU1098,2024-08-11 16:31:39.206266,,,,,,,,,
3335,3335,543,371.98,1,1627,2024-07-26 03:59:35,1,371.98,Delivered,23,POONAM ART EXPORTS WHERE INNOVATION NEVER STOPS Console Table 1,appliances,Refrigerators,SKU7013,2024-08-11 16:29:24.218065,"The POONAM ART EXPORTS WHERE INNOVATION NEVER STOPS Console Table 1 is fine for everyday use. It's not exceptional, but it gets the job done. I don't feel strongly about it either way.",3.0,poonam art export innovation never stop console table fine everyday use exceptional get job done dont feel strongly either way,"{'neg': 0.075, 'neu': 0.664, 'pos': 0.261, 'compound': 0.5383}",0.075,0.664,0.261,0.5383,3.0
3336,3336,1109,31.19,1,95,2024-07-25 14:50:35,1,31.19,Shipped,51,The White Willow HR Foam Footrest Cushion For Under Table Office  Gaming  Work & Study Desk For Leg Support Ideal For Home...,home & kitchen,Furniture,SKU1098,2024-08-11 16:31:39.206266,,,,,,,,,
3337,3337,8049,20.39,1,4424,2024-07-19 18:44:35,1,20.39,Delivered,68,Van Heusen Men's Regular Fit Shirt,men's clothing,Shirts,SKU6029,2024-08-11 16:50:06.851070,"To be honest, the Van Heusen Men's Regular Fit Shirt is just alright. It’s not terrible, but there’s room for improvement. I wouldn't say it’s great, but it’s not awful either.",3.0,honest van heusen men regular fit shirt alright terrible there room improvement wouldnt say great awful either,"{'neg': 0.215, 'neu': 0.337, 'pos': 0.448, 'compound': 0.7083}",0.215,0.337,0.448,0.7083,0.0
3338,3338,9922,14.46,1,1516,2024-08-10 11:06:35,1,14.46,Delivered,73,Milton Plain Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle  1 Piece  1 Litre  Silver | Leak Proof | Office Bottl...,home & kitchen,Kitchen & Dining,SKU2887,2024-08-11 16:53:59.919400,The Milton Plain Lid 1000 Thermosteel 24 Hours Hot and Cold Water Bottle  1 Piece  1 Litre  Silver | Leak Proof | Office Bottl... was overpriced and didn’t live up to the hype. I found it frustrating to use and wouldn't recommend it at all.,1.0,milton plain lid thermosteel hour hot cold water bottle piece litre silver leak proof office bottl overpriced didnt live hype found frustrating use wouldnt recommend,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.7514}",0.252,0.748,0.0,-0.7514,0.0
3339,3339,8797,26.39,1,3385,2024-07-12 14:05:35,1,26.39,In Transit,8,BlissClub Women Groove-in Cotton Flare Pants | High-Waist | Adjustable Inner Drawcord | 4 Pockets | CottonFlo Fabric,women's clothing,Clothing,SKU2564,2024-08-11 16:51:22.532653,,,,,,,,,
3340,3340,8797,26.39,1,739,2024-07-12 08:24:35,1,26.39,Delivered,8,BlissClub Women Groove-in Cotton Flare Pants | High-Waist | Adjustable Inner Drawcord | 4 Pockets | CottonFlo Fabric,women's clothing,Clothing,SKU2564,2024-08-11 16:51:22.532653,"Very satisfied with the BlissClub Women Groove-in Cotton Flare Pants | High-Waist | Adjustable Inner Drawcord | 4 Pockets | CottonFlo Fabric. It exceeded my expectations in every way. High quality and durable, I’m extremely pleased with the performance!",5.0,satisfied blissclub woman groovein cotton flare pant highwaist adjustable inner drawcord pocket cottonflo fabric exceeded expectation every way high quality durable im extremely pleased performance,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.7178}",0.0,0.793,0.207,0.7178,2.0
3341,3341,353,11.99,1,739,2024-07-21 15:36:35,1,11.99,In Transit,24,Glowbase New Rechargeable headlight with 180 azimuth adjustment portable lightweight head lamp  Rechargeable Headlamp long...,sports & fitness,Running,SKU3176,2024-08-11 16:28:52.968994,,,,,,,,,
3342,3342,9193,83.99,1,739,2024-08-06 13:32:35,1,83.99,In Transit,31,Little Surprise Box Pink 0 to 12 months Baby Girl Gift Toy Wooden Pram Hamper,toys & baby products,Baby Bath  Skin & Grooming,SKU3046,2024-08-11 16:52:17.380617,,,,,,,,,
3343,3343,5258,41.99,1,1684,2024-07-26 16:01:35,1,41.99,Delivered,28,SCAVIN Women's UV Protected Round Shaped Full Rim Brown Frame & Brown Lens Sunglasses With Assorted Color Sunglasses Case ...,accessories,Sunglasses,SKU2238,2024-08-11 16:41:36.851556,"I absolutely loved the SCAVIN Women's UV Protected Round Shaped Full Rim Brown Frame & Brown Lens Sunglasses With Assorted Color Sunglasses Case ..., it was even better than I expected. The quality is top-notch, and it's very well-made. Definitely worth every penny!",4.0,absolutely loved scavin womens uv protected round shaped full rim brown frame brown lens sunglass assorted color sunglass case even better expected quality topnotch wellmade definitely worth every penny,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.9273}",0.0,0.622,0.378,0.9273,1.0
3344,3344,3101,39.59,1,1327,2024-07-12 21:26:35,1,39.59,Shipped,12,global desi Women Shirt,stores,The Designer Boutique,SKU4695,2024-08-11 16:36:41.753786,,,,,,,,,
3345,3345,8437,43.2,1,2234,2024-07-22 10:49:35,1,43.2,Shipped,76,Ajmal Bastion EDP Woody Aromatic Perfume 100ml for Men and Wisal EDP Floral Musky Perfume 50ml for Women +1 Perfume Tester...,beauty & health,Luxury Beauty,SKU8392,2024-08-11 16:50:42.885764,,,,,,,,,
3346,3346,8437,43.2,1,4889,2024-08-03 18:04:35,1,43.2,Shipped,76,Ajmal Bastion EDP Woody Aromatic Perfume 100ml for Men and Wisal EDP Floral Musky Perfume 50ml for Women +1 Perfume Tester...,beauty & health,Luxury Beauty,SKU8392,2024-08-11 16:50:42.885764,,,,,,,,,
3347,3347,234,51.0,1,4889,2024-07-15 05:20:35,1,51.0,Shipped,74,Wahl WPCT6-2224 Curlito Curling Tong (22mm) (Golden),beauty & health,Personal Care Appliances,SKU7942,2024-08-11 16:27:58.792580,,,,,,,,,
3348,3348,7970,90.0,1,4672,2024-07-15 02:50:35,1,90.0,In Transit,86,Marcoware Brass F-777 Antique Single Lever Basin Mixer with Hot & Cold Connection Hoses  Gold   Polished Finish,industrial supplies,Janitorial & Sanitation Supplies,SKU5522,2024-08-11 16:50:00.690377,,,,,,,,,
3349,3349,9828,32.28,1,2789,2024-07-21 08:41:35,1,32.28,In Transit,3,Inc.5 Womens 1137 Ballet Flat,women's shoes,Ballerinas,SKU9290,2024-08-11 16:53:37.377510,,,,,,,,,
3350,3350,814,8.38,1,3315,2024-07-14 10:16:35,1,8.38,In Transit,66,Om Genuine Leather Brown Wallet Credit Card and Money Holder Purse for Men's & Boy,bags & luggage,Wallets,SKU1034,2024-08-11 16:30:03.674772,,,,,,,,,
